code,current,name,gender,function,country_code,country_long,nationality,nationality_code,disciplines,events,birth_date
1959163,TRUE,SOTO ABRIL Ana Waleska,Female,Athlete,GUA,Guatemala,Guatemala,GUA,['Shooting'],['Trap Women'],14-08-1990
1959194,TRUE,ODIRA Lilian,Female,Athlete,KEN,Kenya,Kenya,KEN,['Athletics'],"[""Women's 800m""]",18-04-1999
1959264,TRUE,BALTASAR SUMMERS Nacho,Male,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Men's Windsurfing""]",01-09-2004
1959265,TRUE,BARCELO MARTIN Paula,Female,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Women's Skiff""]",13-03-1996
1959267,TRUE,BARRIO GARCIA Andres,Male,Athlete,ESP,Spain,Spain,ESP,['Sailing'],['Mixed Multihull'],01-12-1999
1959269,TRUE,BLANCO Joaquin,Male,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Men's Dinghy""]",25-06-1989
1959270,TRUE,BOTIN le CHEVER Diego,Male,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Men's Skiff""]",25-12-1993
1959271,TRUE,BRUGMAN CABOT Nora,Female,Athlete,ESP,Spain,Spain,ESP,['Sailing'],['Mixed Dinghy'],31-01-1992
1959276,TRUE,ECHEGOYEN DOMINGUEZ Tamara,Female,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Women's Skiff""]",17-02-1984
1959279,TRUE,LAMADRID TRUEBA Pilar,Female,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Women's Windsurfing""]",12-12-1996
1959284,TRUE,MONCADA SANCHEZ Ana,Female,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Women's Dinghy""]",28-03-2001
1959285,TRUE,PACHECO van RIJNSOEVER Tara,Female,Athlete,ESP,Spain,Spain,ESP,['Sailing'],['Mixed Multihull'],03-10-1988
1959287,TRUE,PULIDO BORRELL Gisela,Female,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Women's Kite""]",14-01-1994
1959294,TRUE,TRITTEL PAUL Florian,Male,Athlete,ESP,Spain,Spain,ESP,['Sailing'],"[""Men's Skiff""]",23-05-1994
1959298,TRUE,XAMMAR HERNANDEZ Jordi,Male,Athlete,ESP,Spain,Spain,ESP,['Sailing'],['Mixed Dinghy'],02-12-1993
1959344,TRUE,MARTINEZ Franchina,Female,Alternate Athlete,DOM,Dominican Republic,Dominican Republic,DOM,['Athletics'],['4 x 400m Relay Mixed'],31-12-1999
1959450,TRUE,GORDON Jehlani,Male,Athlete,JAM,Jamaica,Jamaica,JAM,['Athletics'],"[""Men's 4 x 100m Relay""]",01-12-2003
1959452,TRUE,HAYLES Reheem,Male,Athlete,JAM,Jamaica,Jamaica,JAM,['Athletics'],['4 x 400m Relay Mixed'],09-03-2001
1959486,TRUE,BERMUDEZ LABBE Sebastian,Male,Athlete,GUA,Guatemala,Guatemala,GUA,['Shooting'],['Skeet Men'],26-06-2001
1959716,TRUE,YEGO Julius,Male,Athlete,KEN,Kenya,Kenya,KEN,['Athletics'],"[""Men's Javelin Throw""]",04-01-1989
1959778,TRUE,SHOSTAK Aliaksei,Male,Athlete,USA,United States of America,United States,USA,['Trampoline Gymnastics'],['Men'],08-02-1995
1959781,TRUE,HONG Asher,Male,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",23-03-2004
1959810,TRUE,GRISKENAS Evita,Female,Athlete,USA,United States of America,United States,USA,['Rhythmic Gymnastics'],['Individual All-Around'],03-12-2000
1959811,TRUE,RICHARD Frederick,Male,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",23-04-2004
1959814,TRUE,RIVERA Hezly,Female,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",04-06-2008
1959819,TRUE,CAREY Jade,Female,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",27-05-2000
1959822,TRUE,STEVENS Jessica,Female,Athlete,USA,United States of America,United States,USA,['Trampoline Gymnastics'],['Women'],05-07-2000
1959823,TRUE,MALONE Brody,Male,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",07-01-2000
1959825,TRUE,CHILES Jordan,Female,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",15-04-2001
1959855,TRUE,JUDA Paul,Male,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",07-07-2001
1959861,TRUE,BILES Simone,Female,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",14-03-1997
1959865,TRUE,NEDOROSCIK Stephen,Male,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",28-10-1998
1959866,TRUE,LEE Sunisa,Female,Athlete,USA,United States of America,United States,USA,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",09-03-2003
1959947,TRUE,ABELLEIRA Teresa,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],09-01-2000
1959949,TRUE,ALEIXANDRI Laia,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],25-08-2000
1959961,TRUE,BATLLE Ona,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],10-06-1999
1959965,TRUE,BONMATI Aitana,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],18-01-1998
1959967,TRUE,CALDENTEY Mariona,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],19-03-1996
1959973,TRUE,CARMONA Olga,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],12-06-2000
1959975,TRUE,CODINA Laia,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],22-01-2000
1959976,TRUE,COLL Cata,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],23-04-2001
1959980,TRUE,del CASTILLO Athenea,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],24-10-2000
1959997,TRUE,GARCIA Lucia,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],14-07-1998
1960005,TRUE,GUIJARRO Patri,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],17-05-1998
1960006,TRUE,HERMOSO Jennifer,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],09-05-1990
1960008,TRUE,HERNANDEZ Oihane,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],04-05-2000
1960015,TRUE,LETE Elene,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],07-05-2002
1960019,TRUE,LOPEZ Vicky,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],26-07-2006
1960030,TRUE,MENDEZ Maria,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],10-04-2001
1960038,TRUE,NAVARRO Eva,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],27-01-2001
1960046,TRUE,PARALLUELO Salma,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],13-11-2003
1960048,TRUE,PAREDES Irene,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],04-07-1991
1960058,TRUE,PUTELLAS Alexia,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],04-02-1994
1960064,TRUE,REDONDO Alba,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],27-08-1996
1960065,TRUE,RODRIGUEZ Misa,Female,Athlete,ESP,Spain,Spain,ESP,['Football'],['Women'],22-07-1999
1960111,TRUE,NORWOOD Vernon,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",10-04-1992
1960115,TRUE,HOBBS Aleia,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 4 x 100m Relay""]",24-02-1996
1960118,TRUE,NUR Abdihamid,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 5000m""]",14-10-1997
1960125,TRUE,COLEMAN Christian,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 4 x 100m Relay""]",06-03-1996
1960137,TRUE,HILTZ Nikki,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 1500m""]",23-10-1994
1960143,TRUE,MACKAY Emily,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 1500m""]",30-04-1998
1960145,TRUE,ST. PIERRE Elle,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 1500m""]",20-02-1995
1960146,TRUE,CRITTENDEN Freddie,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 110m Hurdles""]",03-08-1994
1960149,TRUE,BALDWIN Heath,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's Decathlon""]",08-02-2001
1960155,TRUE,LAWSON Jarrion,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's Long Jump""]",06-05-1994
1960161,TRUE,SCHWEIZER Karissa,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 10,000m"", ""Women's 5000m""]",04-05-1996
1960162,TRUE,IRBY-JACKSON Lynna,Female,Alternate Athlete,USA,United States of America,United States,USA,['Athletics'],['4 x 400m Relay Mixed'],06-12-1998
1960169,TRUE,RUSSELL Masai,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 100m Hurdles""]",17-06-2000
1960173,TRUE,LYLES Noah,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 100m"", ""Men's 200m"", ""Men's 4 x 100m Relay""]",18-07-1997
1960177,TRUE,HALL Quincy,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",31-07-1998
1960178,TRUE,KENDRICKS Sam,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's Pole Vault""]",07-09-1992
1960179,TRUE,LITTLE Shamier,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",20-03-1995
1960181,TRUE,RICHARDSON Sha'carri,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",25-03-2000
1960187,TRUE,KINCAID William,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 10,000m""]",21-09-1992
1960213,TRUE,MONTANO ARROYO Andres Roberto,Male,Athlete,ECU,Ecuador,Ecuador,ECU,['Wrestling'],"[""Men's Greco-Roman 67kg""]",06-04-1990
1960221,TRUE,REASCO VALDEZ Genesis Rosangela,Female,Athlete,ECU,Ecuador,Ecuador,ECU,['Wrestling'],"[""Women's Freestyle 76kg""]",18-07-1998
1960228,TRUE,YEPEZ GUZMAN Lucia Yamileth,Female,Athlete,ECU,Ecuador,Ecuador,ECU,['Wrestling'],"[""Women's Freestyle 53kg""]",18-02-2001
1960231,TRUE,OBERHOLZER Dallas,Male,Athlete,RSA,South Africa,South Africa,RSA,['Skateboarding'],"[""Men's Park""]",27-06-1975
1960232,TRUE,VALJALO Brandon,Male,Athlete,RSA,South Africa,South Africa,RSA,['Skateboarding'],"[""Men's Street""]",11-07-1998
1960233,TRUE,AWUAH Boipelo,Female,Athlete,RSA,South Africa,South Africa,RSA,['Skateboarding'],"[""Women's Street""]",21-12-2005
1960237,TRUE,VALVERDE MELENDRES Luisa Elizabeth,Female,Athlete,ECU,Ecuador,Ecuador,ECU,['Wrestling'],"[""Women's Freestyle 57kg""]",04-07-1991
1960303,TRUE,AL ROUMI Amal,Female,Athlete,KUW,Kuwait,Kuwait,KUW,['Athletics'],"[""Women's 800m""]",22-08-1992
1960328,TRUE,JONES Will,Male,Athlete,CAN,Canada,Canada,CAN,['Sailing'],"[""Men's Skiff""]",05-03-1995
1960330,TRUE,BUGEJA Emily,Female,Athlete,CAN,Canada,Canada,CAN,['Sailing'],"[""Women's Kite""]",30-04-1999
1960331,TRUE,LEWIN-LAFRANCE Antonia,Female,Athlete,CAN,Canada,Canada,CAN,['Sailing'],"[""Women's Skiff""]",12-06-1997
1960335,TRUE,BARNES Justin,Male,Athlete,CAN,Canada,Canada,CAN,['Sailing'],"[""Men's Skiff""]",26-03-1991
1960337,TRUE,LEWIN-LAFRANCE Georgia,Female,Athlete,CAN,Canada,Canada,CAN,['Sailing'],"[""Women's Skiff""]",01-12-1999
1960341,TRUE,DOUGLAS Sarah,Female,Athlete,CAN,Canada,Canada,CAN,['Sailing'],"[""Women's Dinghy""]",21-01-1994
1960349,TRUE,ALYOUHA Yaqoub,Male,Athlete,KUW,Kuwait,Kuwait,KUW,['Athletics'],"[""Men's 110m Hurdles""]",31-01-1993
1960533,TRUE,ESERCITATO Michele,Male,Athlete,CAN,Canada,Canada,CAN,['Shooting'],['10m Air Pistol Men'],07-11-2001
1960544,TRUE,IKEDA Tye,Male,Athlete,CAN,Canada,Canada,CAN,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",08-12-1996
1960549,TRUE,WESTLAKE Shannon,Female,Athlete,CAN,Canada,Canada,CAN,['Shooting'],['50m Rifle 3 Positions Women'],21-11-1985
1960557,TRUE,SHAH Ameena,Female,Athlete,KUW,Kuwait,Kuwait,KUW,['Sailing'],"[""Women's Dinghy""]",24-01-2001
1960567,TRUE,SGHAIER Zaineb,Female,Athlete,TUN,Tunisia,Tunisia,TUN,['Wrestling'],"[""Women's Freestyle 76kg""]",25-09-2002
1960581,TRUE,COCKRELL Anna,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 400m Hurdles""]",28-08-1997
1960588,TRUE,BROWN Brittany,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 200m""]",18-04-1995
1960590,TRUE,DEADMON Bryce,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",26-03-1997
1960604,TRUE,BAILEY Christopher,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",29-05-2000
1960610,TRUE,ALLEN CJ,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 400m Hurdles""]",14-02-1995
1960612,TRUE,LINDWURM Dakotah,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Marathon""]",01-05-1995
1960622,TRUE,CRANNY Elise,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 5000m""]",09-05-1996
1960646,TRUE,BROWN Joseph,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's Discus Throw""]",13-06-1996
1960650,TRUE,BROWN Kaylyn,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",31-12-2004
1960658,TRUE,BLANKS Graham,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 5000m""]",24-04-2002
1960659,TRUE,BEDNAREK Kenneth,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 100m"", ""Men's 200m"", ""Men's 4 x 100m Relay""]",14-10-1998
1960664,TRUE,CLEMONS Malcolm,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's Long Jump""]",08-03-2002
1960667,TRUE,BOLING Matthew,Male,Alternate Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 4 x 400m Relay""]",20-06-2000
1960675,TRUE,AKINS Nia,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 800m""]",07-07-1998
1960684,TRUE,BENJAMIN Rai,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 400m Hurdles"", ""Men's 4 x 400m Relay""]",27-07-1997
1960688,TRUE,CROUSER Ryan,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's Shot Put""]",18-12-1992
1960705,TRUE,BROOKS Taliyah,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Heptathlon""]",08-02-1995
1960709,TRUE,DAVIS Tamari,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 4 x 100m Relay""]",15-02-2003
1960711,TRUE,DAVIS-WOODHALL Tara,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Long Jump""]",20-05-1999
1960716,TRUE,BASSITT Trevor,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 400m Hurdles""]",26-02-1998
1960721,TRUE,ALLMAN Valarie,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Discus Throw""]",23-02-1995
1960722,TRUE,CONSTIEN Valerie,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 3000m Steeplechase""]",21-03-1996
1960723,TRUE,CUNNINGHAM Vashti,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's High Jump""]",18-01-1998
1960740,TRUE,FURQUIM BASTOS Georgia,Female,Athlete,BRA,Brazil,Brazil,BRA,['Shooting'],['Skeet Women'],20-12-1996
1960741,TRUE,MEYER Geovana,Female,Athlete,BRA,Brazil,Brazil,BRA,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women']",10-09-2001
1960746,TRUE,CHATEAUBRIAN Philipe,Male,Athlete,BRA,Brazil,Brazil,BRA,['Shooting'],['10m Air Pistol Men'],31-01-1989
1960762,TRUE,APPS Olivia,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],01-12-1998
1960765,TRUE,BERMUDEZ Fancy,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],27-05-2002
1960778,TRUE,CORRIGAN Alysha,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],25-01-1997
1960779,TRUE,CROSSLEY Caroline,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],19-04-1998
1960781,TRUE,DANIELS Chloe,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],27-04-2003
1960797,TRUE,HOGAN-ROCHESTER Asia,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],20-04-1999
1960803,TRUE,LOGAN Piper,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],13-07-2001
1960812,TRUE,NORSTEN Carissa,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],07-11-2003
1960817,TRUE,PERRY Taylor,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],23-07-2000
1960822,TRUE,SCURFIELD Krissy,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],15-06-2003
1960826,TRUE,SYMONDS Florence,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],20-05-2002
1960832,TRUE,VALENZUELA Shalaya,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],12-06-1999
1960834,TRUE,WARDLEY Keyara,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],27-01-2000
1960837,TRUE,WILLIAMS Charity,Female,Athlete,CAN,Canada,Canada,CAN,['Rugby Sevens'],['Women'],20-10-1996
1960867,TRUE,ARNOLD Djenyfer,Female,Athlete,BRA,Brazil,Brazil,BRA,['Triathlon'],"[""Women's Individual""]",08-03-1993
1960871,TRUE,MESSIAS Manoel,Male,Athlete,BRA,Brazil,Brazil,BRA,['Triathlon'],"[""Men's Individual""]",19-11-1996
1960872,TRUE,HIDALGO Miguel,Male,Athlete,BRA,Brazil,Brazil,BRA,['Triathlon'],"[""Men's Individual""]",04-08-2000
1960873,TRUE,LOPES Vittoria,Female,Athlete,BRA,Brazil,Brazil,BRA,['Triathlon'],"[""Women's Individual""]",15-03-1996
1960899,TRUE,ECHIKUNWOKE Annette Nneka,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Hammer Throw""]",29-07-1996
1960902,TRUE,EVANS Andrew,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's Discus Throw""]",25-01-1991
1960907,TRUE,HALL Anna,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Heptathlon""]",23-03-2001
1960909,TRUE,HOLMES Alexis,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",28-01-2000
1960913,TRUE,JOHNSON Alaysha,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 100m Hurdles""]",20-07-1996
1960920,TRUE,HOPPEL Bryce,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 800m""]",05-09-1997
1960921,TRUE,KESSLER Hobbs,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 1500m"", ""Men's 800m""]",15-03-2003
1960923,TRUE,JACKSON Chase,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Shot Put""]",20-07-1994
1960930,TRUE,HAWKINS Chari,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Heptathlon""]",21-05-1991
1960933,TRUE,HOCKER Cole,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 1500m""]",06-06-2001
1960940,TRUE,HAUGH Daniel,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's Hammer Throw""]",03-05-1995
1960958,TRUE,KERLEY Fred,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",07-05-1995
1960959,TRUE,FISHER Grant,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 10,000m"", ""Men's 5000m""]",22-04-1997
1960961,TRUE,HOLLOWAY Grant,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's 110m Hurdles""]",19-11-1997
1960971,TRUE,FORD Jameesia,Female,Alternate Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 4 x 400m Relay""]",26-01-2005
1960977,TRUE,HARRISON Juvaughn,Male,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Men's High Jump""]",30-04-1999
1960984,TRUE,ELLIS Kendall,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",08-03-1996
1961008,TRUE,HOWARD Marisa,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 3000m Steeplechase""]",10-08-1992
1961011,TRUE,JEFFERSON Melissa,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",21-02-2001
1961016,TRUE,HAYES Quanera,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 4 x 400m Relay""]",07-03-1992
1961035,TRUE,FRANKLIN Tori,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Triple Jump""]",07-10-1992
1961039,TRUE,LOBO Bruno,Male,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],"[""Men's Kite""]",26-07-1993
1961043,TRUE,FONTES Bruno,Male,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],"[""Men's Dinghy""]",25-09-1979
1961044,TRUE,FRALEY Veronica,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's Discus Throw""]",27-05-2000
1961052,TRUE,KIDD Gabriella,Female,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],"[""Women's Dinghy""]",18-04-1997
1961053,TRUE,KELATI FREZGHI Weini,Female,Athlete,USA,United States of America,United States,USA,['Athletics'],"[""Women's 10,000m""]",01-12-1996
1961057,TRUE,SIMOES Gabriel,Male,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],"[""Men's Skiff""]",18-06-2002
1961058,TRUE,DUARTE HADDAD Henrique,Male,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],['Mixed Dinghy'],28-05-1987
1961059,TRUE,SWAN Isabel,Female,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],['Mixed Dinghy'],18-11-1983
1961061,TRUE,SIEMSEN Joao,Male,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],['Mixed Multihull'],09-06-1992
1961062,TRUE,KUNZE Kahena,Female,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],"[""Women's Skiff""]",12-03-1991
1961064,TRUE,MARIUTTI ARNDT Marina,Female,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],['Mixed Multihull'],20-04-2001
1961065,TRUE,SOFFIATTI GRAEL Martine,Female,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],"[""Women's Skiff""]",12-02-1991
1961066,TRUE,SOFFIATTI GRAEL Marco,Male,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],"[""Men's Skiff""]",09-06-1989
1961067,TRUE,ISAAC Mateus,Male,Athlete,BRA,Brazil,Brazil,BRA,['Sailing'],"[""Men's Windsurfing""]",16-01-1994
1961080,TRUE,BENUS Matej,Male,Athlete,SVK,Slovakia,Slovakia,SVK,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",02-11-1987
1961081,TRUE,MINTALOVA Eliska,Female,Athlete,SVK,Slovakia,Slovakia,SVK,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",23-03-1999
1961108,TRUE,LY Edward,Male,Athlete,CAN,Canada,Canada,CAN,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",29-01-2003
1961112,TRUE,ZHANG Mo,Female,Athlete,CAN,Canada,Canada,CAN,['Table Tennis'],"[""Women's Singles""]",17-01-1989
1961120,TRUE,HAZIN Jeremy,Male,Athlete,CAN,Canada,Canada,CAN,['Table Tennis'],"[""Men's Team""]",27-02-2000
1961122,TRUE,WANG Eugene,Male,Athlete,CAN,Canada,Canada,CAN,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",13-11-1985
1961168,TRUE,BERGER Matt,Male,Athlete,CAN,Canada,Canada,CAN,['Skateboarding'],"[""Men's Street""]",10-10-1993
1961169,TRUE,DECENZO Ryan,Male,Athlete,CAN,Canada,Canada,CAN,['Skateboarding'],"[""Men's Street""]",20-07-1986
